yymm,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,Target
0310 15:30,-5.297,-25.25,-4.987,-6.032,-1.386,-32.046,-5.549,-2.54,-3.97,3.777,-3.802,-1.768,0.266,2.438,-1.892,-2.653,-16.331,-0.687,0.845,-2.711,-47.695,2.719,-0.822,-0.241,-7.706,-0.829,34.75
0310 15:40,-5.467,-25.417,-5.02,-6.158,-1.386,-34.252,-5.689,-2.373,-3.97,3.811,-3.802,-1.668,0.4,2.422,-1.892,-2.776,-16.331,-0.62,0.745,-2.794,-37.695,2.719,-0.889,-0.241,-7.803,-0.739,20.787
0310 15:50,-5.594,-25.584,-5.094,-6.388,-1.386,-33.876,-5.749,-2.206,-4.096,3.844,-3.802,-1.668,0.433,2.405,-1.892,-2.843,-16.331,-0.587,0.745,-2.877,-27.695,2.756,-1.022,-0.241,-7.876,-0.739,43.733
0310 16:00,-5.627,-25.75,-5.16,-6.528,-1.352,-34.542,-5.859,-2.04,-4.17,3.877,6.198,-1.668,0.433,2.388,-1.892,-2.879,-16.331,-0.587,0.745,-2.961,-7.695,2.889,-1.226,-0.341,-7.546,-0.602,49.742
0310 16:10,-5.627,-26.584,-5.16,-6.722,-1.286,-34.882,-5.919,-2.04,-3.87,3.911,-3.802,-1.668,0.523,2.388,-1.892,-2.953,-16.164,-0.587,0.678,-3.194,-7.695,2.749,-1.152,-0.341,-7.213,-0.396,11.907
0310 16:20,-5.664,-27.417,-5.16,-6.855,-1.352,-34.549,-5.949,-2.04,-3.73,3.944,-3.802,-1.634,0.523,2.388,-1.892,-2.809,-15.998,-0.587,0.645,-3.427,-7.695,2.689,-1.152,-0.341,-7.109,-0.206,12.68
0310 16:30,-5.737,-28.25,-5.494,-6.192,-1.386,-34.346,-6.016,-2.04,-4.16,3.977,-3.802,-1.634,0.523,2.388,-1.892,-2.809,-15.831,-0.52,0.645,-3.661,2.305,2.919,-1.152,-0.341,-6.969,-0.066,11.976
0310 16:40,-5.694,-29.084,-7.29,-5.732,-1.386,-35.079,-6.159,-2.04,-4.9,4.011,-3.802,-1.701,0.59,2.388,-1.802,-3.119,-15.664,-0.587,0.535,-3.894,-7.695,2.979,-1.152,-0.648,-6.876,0.104,49.438
0310 16:50,-6.027,-29.917,-7.925,-5.225,-1.286,-35.379,-6.293,-2.04,-3.865,4.044,-3.802,-1.908,0.733,2.388,-1.802,-3.586,-15.498,-0.587,0.535,-4.128,2.305,2.979,-1.189,-0.924,-6.876,0.231,1.666
0310 17:00,-6.304,-30.75,-7.497,-5.146,-1.286,-34.919,-6.519,-2.04,-4.43,4.077,-3.802,-2.068,0.705,2.388,-1.862,-3.543,-15.331,-0.587,0.501,-4.361,12.305,2.979,-1.262,-0.878,-6.706,0.361,34.615
0310 17:10,-6.497,-29.75,-6.987,-5.428,-1.286,-34.846,-6.719,-2.206,-4.096,4.144,6.198,-1.978,0.623,2.305,-1.802,-3.453,-15.331,-0.587,0.435,-4.161,22.305,3.189,-1.262,-0.775,-6.646,0.361,19.098
0310 17:20,-6.527,-28.75,-6.92,-5.695,-1.286,-35.319,-6.804,-2.373,-4.233,4.211,6.198,-1.978,0.59,2.222,-1.802,-3.453,-15.331,-0.587,0.405,-3.961,32.305,3.049,-1.322,-0.641,-6.536,0.471,28.889
0310 17:30,-6.394,-27.75,-6.287,-5.962,-1.286,-35.386,-6.749,-2.54,-4.36,4.277,26.198,-1.878,0.59,2.138,-1.802,-3.453,-15.331,-0.587,0.345,-3.761,122.305,2.679,-1.322,-0.741,-6.619,0.546,18.44
0310 17:40,-5.93,-26.75,-5.82,-6.255,-1.286,-35.119,-6.749,-2.706,-4.326,4.344,16.198,-1.878,0.493,2.055,-1.802,-3.513,-15.331,-0.587,0.345,-3.561,262.305,2.286,-1.262,-0.808,-6.646,0.638,34.638
0310 17:50,-5.464,-25.75,-5.594,-6.462,-1.286,-34.259,-6.749,-2.873,-4.066,4.411,16.198,-1.878,0.433,1.972,-1.802,-3.543,-15.331,-0.587,0.405,-3.361,582.305,1.789,-1.322,-0.841,-6.676,0.671,13.092
0310 18:00,-5.094,-24.75,-5.394,-6.662,-1.286,-33.609,-6.749,-3.04,-1.86,4.477,26.198,-1.878,0.4,1.888,-1.802,-3.483,-15.331,-0.587,0.435,-3.161,422.305,1.412,-1.262,-0.915,-6.809,0.671,3.895
0310 18:10,-4.967,-22.417,-4.32,-6.855,-1.319,-32.609,-6.683,-2.873,1.267,4.594,16.198,-1.734,0.333,1.422,-1.802,-2.576,-8.331,-0.52,0.435,-3.061,332.305,1.152,-1.292,-0.841,-6.736,0.701,15.341
0310 18:20,-4.482,-20.084,-3.727,-5.992,-1.319,-31.346,-6.483,-2.706,-0.293,4.711,16.198,-1.668,0.233,0.955,-1.802,-2.109,-1.331,-0.457,0.535,-2.961,602.305,0.589,-1.352,-0.841,-6.676,0.761,48.414
0310 18:30,-4.27,-17.75,-3.157,-4.058,-1.352,-30.152,-6.516,-2.54,2.1,4.827,26.198,-1.568,0.3,0.488,-1.802,-1.646,5.669,-0.397,0.571,-2.861,582.305,0.122,-1.352,-0.841,-6.609,0.731,49.505
0310 18:40,-3.864,-15.417,-1.357,-2.092,-1.286,-28.982,-6.316,-2.373,6.84,4.944,6.198,-1.508,0.433,0.022,-1.802,-0.979,12.669,-0.26,0.645,-2.761,82.305,-0.318,-1.352,-0.841,-6.536,0.671,49.307
0310 18:50,-4,-13.084,1.34,-1.892,-1.352,-28.109,-5.753,-2.206,6.634,5.061,-3.802,-1.308,0.366,-0.445,-1.802,0.817,19.669,-0.053,0.645,-2.661,22.305,-0.778,-1.352,-0.741,-6.573,0.638,34.748
0310 19:00,-4,-10.75,2.28,-2.855,-1.352,-26.642,-5.026,-2.04,4.507,5.177,6.198,-1.101,0.196,-0.912,-1.802,1.817,26.669,0.24,0.571,-2.561,32.305,-1.044,-1.352,-0.741,-6.706,0.571,22.554
0310 19:10,-3.7,-11.084,2.046,-3.462,-1.386,-24.709,-4.383,-2.04,3.307,5.294,-3.802,-1.068,0.123,-0.995,-1.802,1.591,26.669,0.313,0.535,-2.711,22.305,-1.251,-1.462,-0.641,-6.609,0.538,10.285
0310 19:20,-3.56,-11.417,1.773,-3.892,-1.386,-23.409,-4.116,-2.04,1.834,5.411,16.198,-1.068,0.09,-1.078,-1.802,1.257,26.669,0.313,0.535,-2.861,52.305,-1.711,-1.485,-0.641,-6.536,0.471,8.575
0310 19:30,-3.46,-11.75,1.113,-4.292,-1.386,-22.942,-3.859,-2.04,1.034,5.527,26.198,-1.068,-0.037,-1.162,-1.735,0.784,26.669,0.313,0.435,-3.011,42.305,-2.118,-1.692,-0.611,-6.406,0.471,22.316
0310 19:40,-3.267,-12.084,0.446,-4.695,-1.352,-21.579,-3.859,-2.04,0.04,5.644,16.198,-1.068,-0.1,-1.245,-1.802,0.451,26.669,0.313,0.435,-3.161,42.305,-2.181,-1.619,-0.551,-6.273,0.471,6.418
0310 19:50,-3.127,-12.417,-0.02,-5.028,-1.352,-21.246,-3.823,-2.04,-0.566,5.761,16.198,-1.038,-0.167,-1.328,-1.769,0.121,26.669,0.313,0.535,-3.311,52.305,-2.514,-1.619,-0.551,-6.206,0.398,41.985
0310 20:00,-3.127,-12.75,-0.445,-5.358,-1.386,-20.286,-3.749,-2.04,-1.07,5.877,26.198,-1.038,-0.267,-1.412,-1.769,-0.146,26.669,0.363,0.535,-3.461,42.305,-2.978,-1.522,-0.501,-6.073,0.471,12.558
0310 20:10,-3.164,-11.417,-0.854,-5.573,-1.386,-18.952,-3.859,-2.04,-1.536,5.944,16.198,-0.978,-0.295,-1.595,-1.802,-0.398,26.336,0.413,0.535,-3.394,52.305,-3.251,-1.462,-0.551,-6.036,0.471,10.707
0310 20:20,-3.297,-10.084,-0.954,-5.658,-1.386,-16.812,-3.927,-2.04,-1.87,6.011,16.198,-0.978,-0.377,-1.778,-1.802,-0.683,26.002,0.413,0.608,-3.327,52.305,-3.251,-1.462,-0.485,-6.109,0.398,12.443
0310 20:30,-3.297,-8.75,-1.154,-5.822,-1.386,-15.612,-4.016,-2.04,-2.126,6.077,26.198,-0.978,-0.477,-1.962,-1.802,-0.809,25.669,0.413,0.645,-3.261,52.305,-2.978,-1.462,-0.551,-6.176,0.361,3.498
0310 20:40,-3.297,-7.417,-1.294,-5.888,-1.386,-14.419,-4.086,-2.04,-2.326,6.144,16.198,-0.978,-0.477,-2.145,-1.802,-1.079,25.336,0.413,0.645,-3.194,42.305,-2.771,-1.462,-0.551,-6.176,0.361,31.455
0310 20:50,-3.327,-6.084,-1.22,-5.598,-1.386,-13.082,-4.219,-2.04,-2.433,6.211,26.198,-0.978,-0.507,-2.328,-1.802,-1.213,25.002,0.413,0.645,-3.127,12.305,-2.821,-1.462,-0.485,-6.236,0.361,28.723
0310 21:00,-3.327,-4.75,-1.42,-5.392,-1.386,-12.476,-4.286,-2.04,-2.566,6.277,16.198,-1.008,-0.507,-2.512,-1.802,-1.379,24.669,0.413,0.711,-3.061,32.305,-2.948,-1.462,-0.518,-6.109,0.361,16.894
0310 21:10,-3.364,-3.25,-1.56,-3.922,-1.386,-11.579,-4.359,-2.04,-2.83,6.361,-3.802,-1.068,-0.444,-2.812,-1.802,-1.453,24.336,0.413,0.745,-3.061,12.305,-3.181,-1.462,-0.518,-6.036,0.361,8.266
0310 21:20,-3.637,-1.75,-1.83,-3.462,-1.386,-10.379,12.007,-2.04,-3.103,6.444,-3.802,-1.068,-0.304,-3.112,-1.299,-1.483,24.002,0.413,0.745,-3.061,12.305,-3.448,-1.492,-0.551,-6.036,0.361,0.006
0310 21:30,-4.132,-0.25,-1.757,-3.598,-1.386,-9.376,27.814,-2.04,-3.17,6.527,-3.802,-1.068,-0.41,-3.412,-0.492,-1.543,23.669,0.413,0.645,-3.061,-17.695,-3.784,-1.619,-0.485,-5.969,0.361,35.363
0310 21:40,-4.5,1.25,-1.62,-3.598,-1.386,-8.516,18.717,-2.04,-3.17,6.611,-3.802,-1.068,-0.477,-3.712,-0.769,-1.653,23.336,0.413,0.535,-3.061,-17.695,-4.111,-1.619,-0.551,-5.709,0.261,7.578
0310 21:50,-4.7,2.75,-1.087,-3.528,-1.386,-7.076,7.384,-2.04,-3.03,6.694,-3.802,-1.068,-0.477,-4.012,-0.629,-1.713,23.002,0.413,0.468,-3.061,-7.695,-4.351,-1.619,-0.551,-5.303,0.261,45.409
0310 22:00,-4.864,4.25,-0.69,-3.462,-1.386,-6.016,1.317,-2.04,-2.896,6.777,-3.802,-1.068,-0.477,-4.312,-0.459,-1.743,22.669,0.413,0.435,-3.061,-17.695,-4.551,-1.652,-0.581,-5.036,0.261,16.794
0310 22:10,-4.997,3.583,-0.557,-3.388,-1.386,-3.982,-1.089,-2.206,-2.76,6.827,-3.802,-1.068,-0.567,-4.295,-0.392,-1.743,22.836,0.413,0.375,-3.161,-17.695,-4.651,-1.726,-0.641,-5.036,0.201,32.111
0310 22:20,-5.127,2.916,-0.594,-3.388,-1.386,-3.849,-3.283,-2.373,-2.826,6.877,6.198,-1.068,-0.567,-4.278,-0.392,-1.743,23.002,0.347,0.311,-3.261,-27.695,-4.784,-1.829,-0.741,-4.906,0.071,41.111
0310 22:30,-5.06,2.25,-0.52,-3.462,-1.386,-2.746,-4.556,-2.54,-2.826,6.927,6.198,-1.068,-0.567,-4.262,-0.392,-1.743,23.169,0.313,0.245,-3.361,-47.695,-5.011,-2.082,-0.741,-4.773,0.071,11.489
0310 22:40,-5.127,1.583,-0.39,-3.255,-1.386,-2.079,-3.953,-2.706,-2.626,6.977,-3.802,-1.068,-0.567,-4.245,-0.525,-1.653,23.336,0.313,0.211,-3.461,-37.695,-5.211,-2.189,-0.841,-4.609,0.071,12.269
0310 22:50,-5.127,0.916,-0.33,-2.925,-1.386,-1.182,-2.753,-2.873,-2.433,7.027,-3.802,-1.134,-0.567,-4.228,-0.665,-1.653,23.502,0.313,0.145,-3.561,-47.695,-5.351,-2.089,-0.915,-4.409,0.071,20.212
0310 23:00,-5.127,0.25,-0.33,-2.665,-1.386,-0.316,-1.553,-3.04,-2.293,7.077,-3.802,-1.168,-0.567,-4.212,-0.832,-1.543,23.669,0.24,0.108,-3.661,-37.695,-5.411,-1.889,-0.985,-4.146,0.104,6.53
0310 23:10,-5.127,1.083,-0.398,-2.455,-1.386,1.221,-0.959,-3.04,-2.26,7.144,-3.802,-1.168,-0.567,-4.412,-0.959,-1.483,23.336,0.17,0.035,-3.727,-67.695,-5.478,-1.822,-1.119,-4.073,0.104,10.722
0310 23:20,-5.127,1.916,-0.36,-2.293,-1.386,1.138,-0.449,-3.04,-2.192,7.211,-3.802,-1.168,-0.567,-4.612,-0.992,-1.453,23.002,0.103,0.035,-3.794,-67.695,-5.563,-1.762,-1.208,-3.779,0.071,45.064
0310 23:30,-5.2,2.75,-0.36,-2.188,-1.386,1.491,-0.002,-3.04,-2.17,7.277,-3.802,-1.168,-0.567,-4.812,-1.042,-1.453,22.669,0.043,-0.032,-3.861,-67.695,-5.821,-1.762,-1.275,-3.506,0.071,29.733
0310 23:40,-5.237,3.583,-0.42,-2.028,-1.386,2.491,0.274,-3.04,-2.17,7.344,-3.802,-1.168,-0.567,-5.012,-1.059,-1.313,22.336,0.013,-0.065,-3.928,-57.695,-5.711,-1.689,-1.341,-3.206,0.038,41.651
0310 23:50,-5.237,4.416,-0.42,-1.828,-1.386,3.158,0.451,-3.04,-2.17,7.411,-3.802,-1.168,-0.567,-5.212,-1.129,-1.243,22.002,0.013,-0.065,-3.994,-47.695,-5.711,-1.619,-1.451,-3.146,-0.029,14.528
0311 00:00,-5.237,5.25,-0.487,-1.732,-1.386,3.224,0.451,-3.04,-2.26,7.477,-3.802,-1.168,-0.634,-5.412,-1.202,-1.243,21.669,-0.087,-0.155,-4.061,-57.695,-5.748,-1.619,-1.518,-3.003,-0.066,3.893
0311 00:10,-5.237,5.083,-0.52,-1.525,-1.352,2.891,0.551,-3.04,-2.326,7.477,-3.802,-1.168,-0.567,-5.462,-1.202,-1.276,21.836,-0.153,-0.155,-4.128,-47.695,-5.881,-1.552,-1.581,-2.914,-0.164,48.7
0311 00:20,-5.327,4.916,-0.52,-1.388,-1.286,3.621,0.611,-3.04,-2.36,7.477,-3.802,-1.168,-0.6,-5.512,-1.269,-1.343,22.002,-0.187,-0.255,-4.194,-47.695,-6.084,-1.552,-1.641,-2.713,-0.239,28.01
0311 00:30,-5.327,4.75,-0.52,-1.328,-1.386,5.214,0.641,-3.04,-2.36,7.477,-3.802,-1.168,-0.667,-5.562,-1.302,-1.343,22.169,-0.187,-0.255,-4.261,-37.695,-5.944,-1.462,-1.675,-2.406,-0.269,14.909
0311 00:40,-5.327,4.583,-0.52,-1.098,-1.386,4.724,0.641,-3.04,-2.596,7.477,-3.802,-1.168,-0.567,-5.612,-1.302,-1.416,22.336,-0.297,-0.255,-4.328,-47.695,-5.944,-1.462,-1.808,-1.946,-0.329,1.224
0311 00:50,-5.237,4.416,-0.454,-1.158,-1.386,4.518,0.641,-3.04,-2.67,7.477,-3.802,-1.168,-0.634,-5.662,-1.302,-1.453,22.502,-0.297,-0.255,-4.394,-47.695,-6.084,-1.352,-1.878,-1.576,-0.329,6.905
0311 01:00,-5.237,4.25,-0.454,-0.955,-1.386,4.321,0.581,-3.04,-2.7,7.477,-3.802,-1.168,-0.667,-5.712,-1.302,-1.453,22.669,-0.397,-0.322,-4.461,-57.695,-6.314,-1.292,-1.951,-1.169,-0.329,40.327
0311 01:10,-5.237,4.916,-0.42,-0.828,-1.386,4.514,0.577,-3.04,-2.76,7.511,-3.802,-1.168,-0.667,-5.828,-1.332,-1.343,21.169,-0.397,-0.355,-4.478,-47.695,-6.648,-1.262,-2.051,-0.576,-0.362,47.603
0311 01:20,-5.237,5.583,-0.42,-0.598,-1.319,5.491,0.451,-3.04,-2.86,7.544,-3.802,-1.168,-0.667,-5.945,-1.392,-1.276,19.669,-0.487,-0.355,-4.494,-47.695,-6.811,-1.189,-2.111,-0.243,-0.429,1.083
0311 01:30,-5.297,6.25,-0.294,-0.598,-1.352,6.358,0.414,-3.04,-2.86,7.577,-3.802,-1.168,-0.667,-6.062,-1.392,-1.309,18.169,-0.487,-0.429,-4.511,-47.695,-6.744,-1.119,-2.141,0.221,-0.429,19.527
0311 01:40,-5.237,6.916,-0.16,-0.488,-1.361,6.651,0.341,-3.04,-2.826,7.611,-3.802,-1.168,-0.667,-6.178,-1.392,-1.243,16.669,-0.487,-0.429,-4.528,-37.695,-6.744,-1.052,-2.208,0.494,-0.429,10.801
0311 01:50,-5.237,7.583,-0.057,-0.488,-1.386,6.651,0.311,-3.04,-2.76,7.644,-3.802,-1.168,-0.667,-6.295,-1.492,-1.243,15.169,-0.553,-0.465,-4.544,-57.695,-6.944,-0.992,-2.275,0.654,-0.462,1.181
0311 02:00,-5.237,8.25,-0.057,-0.455,-1.386,6.691,0.251,-3.04,-2.67,7.677,-3.802,-1.168,-0.667,-6.412,-1.492,-1.309,13.669,-0.587,-0.465,-4.561,-67.695,-7.361,-0.962,-2.341,0.654,-0.529,38.66
0311 02:10,-5.237,8.416,0.08,-0.388,-1.386,7.284,0.214,-3.04,-2.67,7.711,-3.802,-1.168,-0.667,-6.528,-1.492,-1.309,12.836,-0.587,-0.565,-4.644,-77.695,-7.644,-0.889,-2.378,0.564,-0.529,6.011
0311 02:20,-5.237,8.583,0.08,-0.298,-1.386,8.358,0.141,-3.04,-2.7,7.744,-3.802,-1.234,-0.667,-6.645,-1.492,-1.383,12.002,-0.62,-0.565,-4.728,-57.695,-7.711,-0.852,-2.526,0.497,-0.602,6.552
0311 02:30,-5.237,8.75,0.14,-0.321,-1.386,9.021,0.111,-3.04,-2.76,7.777,-3.802,-1.378,-0.667,-6.762,-1.492,-1.453,11.169,-0.687,-0.565,-4.811,-47.695,-7.678,-0.792,-2.551,0.464,-0.639,21.747
0311 02:40,-5.237,8.916,0.17,-0.388,-1.319,8.814,0.051,-3.04,-2.76,7.811,-3.802,-1.411,-0.667,-6.878,-1.492,-1.483,10.336,-0.687,-0.565,-4.891,-47.695,-7.878,-0.762,-2.641,0.464,-0.639,33.553
0311 02:50,-5.267,9.083,0.17,-0.298,-1.319,10.414,0.051,-3.04,-2.793,7.844,-3.802,-1.478,-0.667,-6.995,-1.492,-1.543,9.502,-0.797,-0.595,-4.981,-47.695,-7.878,-0.762,-2.708,0.631,-0.639,42.502
0311 03:00,-5.267,9.25,0.31,-0.298,-1.319,11.014,-0.159,-3.04,-2.933,7.877,-3.802,-1.568,-0.667,-7.112,-1.592,-1.579,8.669,-0.797,-0.655,-5.061,-47.695,-7.811,-0.652,-2.741,0.764,-0.639,38.272
0311 03:10,-5.297,9.416,0.37,-0.262,-1.319,10.854,-0.219,-3.04,-3.06,7.877,-3.802,-1.568,-0.667,-7.095,-1.592,-1.653,7.669,-0.797,-0.655,-5.011,-27.695,-7.911,-0.652,-2.808,0.764,-0.739,20.581
0311 03:20,-5.237,9.583,0.58,-0.262,-1.386,11.254,-0.249,-3.04,-3.133,7.877,-3.802,-1.568,-0.667,-7.078,-1.592,-1.653,6.669,-0.863,-0.655,-4.961,-57.695,-7.911,-0.552,-2.841,0.764,-0.739,12.203
0311 03:30,-5.237,9.75,0.58,-0.188,-1.319,11.421,-0.323,-3.04,-3.36,7.877,-3.802,-1.568,-0.667,-7.062,-1.592,-1.713,5.669,-0.897,-0.689,-4.911,-37.695,-8.011,-0.552,-2.915,0.764,-0.739,35.453
0311 03:40,-5.237,9.916,0.67,-0.128,-1.319,12.088,-0.359,-3.04,-3.433,7.877,-3.802,-1.568,-0.667,-7.045,-1.592,-1.743,4.669,-0.897,-0.755,-4.861,-57.695,-7.944,-0.552,-2.951,0.654,-0.739,30.782
0311 03:50,-5.237,10.083,0.743,-0.128,-1.386,12.221,-0.419,-3.04,-3.56,7.877,-3.802,-1.568,-0.667,-7.028,-1.592,-1.743,3.669,-0.897,-0.755,-4.811,-57.695,-7.944,-0.492,-2.951,0.654,-0.799,20.102
0311 04:00,-5.237,10.25,0.906,-0.128,-1.352,11.888,-0.449,-3.04,-3.56,7.877,-3.802,-1.568,-0.667,-7.012,-1.629,-1.843,2.669,-0.957,-0.755,-4.761,-37.695,-8.078,-0.462,-3.051,0.531,-0.829,37.166
0311 04:10,-5.237,10.75,0.906,0.045,-1.352,11.824,-0.516,-2.873,-3.67,7.911,-3.802,-1.568,-0.734,-7.128,-1.702,-1.776,1.669,-0.987,-0.755,-4.811,-57.695,-8.144,-0.462,-3.111,0.391,-0.829,46.872
0311 04:20,-5.237,11.25,0.98,0.045,-1.319,12.158,-0.549,-2.706,-3.67,7.944,-3.802,-1.601,-0.667,-7.245,-1.702,-1.843,0.669,-0.987,-0.789,-4.861,-57.695,-8.211,-0.462,-3.175,0.264,-0.829,14.293
0311 04:30,-5.237,11.75,1.046,0.112,-1.319,13.581,-0.623,-2.54,-3.76,7.977,-3.802,-1.668,-0.767,-7.362,-1.702,-1.916,-0.331,-0.987,-0.855,-4.911,-67.695,-8.111,-0.462,-3.241,0.264,-0.829,1.976
0311 04:40,-5.237,12.25,1.013,0.112,-1.286,14.483,-0.659,-2.373,-3.76,8.011,-3.802,-1.668,-0.767,-7.478,-1.702,-2.043,-1.331,-0.987,-0.855,-4.961,-77.695,-7.936,-0.462,-3.241,0.227,-0.862,29.352
0311 04:50,-5.164,12.75,1.08,0.012,-1.386,15.324,-0.719,-2.206,-3.896,8.044,-3.802,-1.734,-0.767,-7.595,-1.702,-1.983,-2.331,-1.087,-0.855,-5.011,-47.695,-7.744,-0.462,-3.308,0.154,-0.929,8.687
0311 05:00,-5.127,13.25,0.98,0.012,-1.386,15.954,-0.749,-2.04,-3.97,8.077,-3.802,-1.804,-0.767,-7.712,-1.702,-2.043,-3.331,-1.087,-0.929,-5.061,-47.695,-7.678,-0.462,-3.341,0.191,-0.929,6.083
0311 05:10,-5.127,13.416,1.046,0.045,-1.286,16.154,-0.749,-2.206,-3.97,8.077,-3.802,-1.804,-0.767,-7.829,-1.702,-1.983,-3.831,-1.187,-0.855,-5.161,-47.695,-7.544,-0.462,-3.341,0.264,-0.929,21.008
0311 05:20,-5.027,13.583,1.17,0.112,-1.286,16.248,-0.859,-2.373,-3.97,8.077,-3.802,-1.878,-0.767,-7.945,-1.702,-2.043,-4.331,-1.187,-0.892,-5.261,-47.695,-7.511,-0.462,-3.451,0.227,-0.929,31.253
0311 05:30,-5.027,13.75,1.147,0.112,-1.386,16.248,-0.919,-2.54,-4.06,8.077,-3.802,-1.878,-0.767,-8.062,-1.769,-2.043,-4.831,-1.187,-0.965,-5.361,-47.695,-7.578,-0.462,-3.476,0.094,-0.996,38.881
0311 05:40,-5.027,13.916,1.14,0.087,-1.319,15.784,-0.983,-2.706,-4.06,8.077,-3.802,-1.878,-0.795,-8.179,-1.802,-2.098,-5.331,-1.187,-0.965,-5.461,-47.695,-7.678,-0.462,-3.551,0.064,-1.029,8.883
0311 05:50,-5.027,14.083,1.17,0.012,-1.319,16.384,-1.049,-2.873,-4.115,8.077,-3.802,-1.841,-0.877,-8.295,-1.802,-2.043,-5.831,-1.297,-0.965,-5.561,-47.695,-7.611,-0.492,-3.551,-0.003,-1.029,11.88
0311 06:00,-4.967,14.25,1.243,0.112,-1.319,16.554,-1.049,-3.04,-4.17,8.077,-3.802,-1.768,-0.877,-8.412,-1.802,-2.043,-6.331,-1.297,-0.999,-5.661,-47.695,-7.644,-0.492,-3.551,-0.036,-1.029,26.968
0311 06:10,-5.027,14.083,1.28,0.172,-1.386,16.348,-1.086,-3.04,-4.17,8.177,-3.802,-1.768,-0.804,-8.379,-1.802,-2.013,-8.498,-1.297,-1.065,-5.641,-57.695,-7.711,-0.552,-3.581,-0.036,-1.029,0.798
0311 06:20,-5.027,13.916,1.28,0.202,-1.319,15.984,-1.159,-3.04,-4.17,8.277,-3.802,-1.768,-0.804,-8.345,-1.802,-1.953,-10.664,-1.33,-1.065,-5.631,-47.695,-7.844,-0.552,-3.641,-0.003,-1.139,17.952
0311 06:30,-5.027,13.75,1.37,0.202,-1.319,16.058,-1.159,-3.04,-4.096,8.377,-3.802,-1.768,-0.877,-8.312,-1.802,-1.843,-12.831,-1.397,-1.065,-5.611,-47.695,-7.911,-0.552,-3.641,0.064,-1.139,11.478
0311 06:40,-4.937,13.583,1.37,0.238,-1.386,16.254,-1.159,-3.04,-4.06,8.477,-3.802,-1.701,-0.877,-8.279,-1.802,-1.843,-14.998,-1.397,-1.065,-5.591,-67.695,-7.911,-0.492,-3.641,0.064,-1.139,9.366
0311 06:50,-4.937,13.416,1.443,0.372,-1.286,14.981,-1.159,-3.04,-4.06,8.577,-3.802,-1.768,-0.877,-8.245,-1.802,-1.743,-17.164,-1.397,-1.065,-5.581,-67.695,-8.178,-0.462,-3.675,0.014,-1.214,46.572
0311 07:00,-4.937,13.25,1.37,0.472,-1.286,14.688,-1.219,-3.04,-4.096,8.677,6.198,-1.768,-0.84,-8.212,-1.862,-1.683,-19.331,-1.427,-1.11,-5.561,-67.695,-8.411,-0.462,-3.741,0.124,-1.172,48.2
0311 07:10,-4.937,13.583,1.443,0.745,-1.286,14.288,-1.189,-3.04,-4.096,8.727,-3.802,-1.768,-0.84,-8.162,-1.802,-1.653,-20.331,-1.487,-1.155,-5.461,-17.695,-8.544,-0.322,-3.741,0.131,-1.239,21.792
0311 07:20,-4.937,13.916,1.406,0.835,-1.286,14.781,-1.383,-3.04,-3.796,8.777,-3.802,-1.841,-0.877,-8.112,-1.802,-1.653,-21.331,-1.487,-1.155,-5.361,-47.695,-8.761,-0.322,-3.791,0.131,-1.239,29.064
0311 07:30,-4.9,14.25,1.51,0.575,-1.286,14.791,-2.686,-3.04,-3.536,8.827,-3.802,-1.804,-0.877,-8.062,-1.702,-1.579,-22.331,-1.487,-1.155,-5.261,-57.695,-8.944,-0.352,-3.775,-0.336,-1.269,38.139
0311 07:40,-4.827,14.583,1.736,0.138,-1.286,14.651,-3.553,-3.04,-3.36,8.877,-3.802,-1.878,-0.877,-8.012,-1.629,-1.713,-23.331,-1.487,-1.155,-5.161,-7.695,-9.011,-0.352,-3.841,-0.669,-1.329,46.726
0311 07:50,-4.667,14.916,2.01,-0.062,-1.286,15.051,-4.289,-3.04,-3.1,8.927,-3.802,-1.878,-0.944,-7.962,-1.592,-1.743,-24.331,-1.487,-1.155,-5.061,-27.695,-8.978,-0.507,-3.841,-0.909,-1.329,5.466
0311 08:00,-4.394,15.25,2.346,-0.328,-1.286,15.451,-4.756,-3.04,-2.796,8.977,-3.802,-1.878,-0.977,-7.912,-1.525,-1.743,-25.331,-1.487,-1.155,-4.961,182.305,-8.778,-0.652,-3.741,-1.169,-1.329,21.556
0311 08:10,-4.304,14.583,2.546,-0.528,-1.352,16.214,-5.226,-3.04,-2.73,9.027,6.198,-1.978,-0.977,-7.562,-1.492,-1.879,-24.664,-1.487,-1.189,-4.728,82.305,-8.578,-0.726,-3.741,-1.409,-1.362,38.964
0311 08:20,-4.437,13.916,2.443,-0.688,-1.286,17.021,-5.419,-3.04,-2.76,9.077,-3.802,-1.978,-0.977,-7.212,-1.492,-1.953,-23.998,-1.487,-1.255,-4.494,192.305,-8.311,-0.889,-3.741,-1.609,-1.429,9.807
0311 08:30,-4.267,13.25,2.37,-0.822,-1.286,17.481,-5.183,-3.04,-2.7,9.127,-3.802,-1.944,-0.977,-6.862,-1.525,-1.916,-23.331,-1.553,-1.155,-4.261,-17.695,-8.044,-1.022,-3.675,-1.773,-1.429,10.248
